avatarThumbnail,cid,createTime,createTimeISO,detailedMentions/0/nickName,detailedMentions/0/profileUrl,diggCount,input,likedByAuthor,mentions/0,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2593344bf459e14c17098ef820576def~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc092eca&x-expires=1752123600&x-signature=10NcScKMloNJxtY3XmOfjCWTPec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.48319E+18,1742316903,2025-03-18T16:55:03.000Z,,,654,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,17,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,Donde queda ?para no ir,7.12184E+18,jasmin86361,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/81cef190da9dbe0c3254dca3f8212641~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c0ee12fd&x-expires=1752123600&x-signature=hD39bPjR3KOusNM53Q%2FppXm6BzI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.48686E+18,1743171230,2025-03-28T14:13:50.000Z,,,30,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,2,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,hola yo quiero ????????????,7.46685E+18,_jodete40.6_,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8a920331f1493655e8d3d33e07c11be5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ff4111ce&x-expires=1752123600&x-signature=ZnV4niWlVSYGtAh1wvXy4Rsmxt4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52205E+18,1751364605,2025-07-01T10:10:05.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,Yo quieroooo,7.45569E+18,rocioest.rzz,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6ff25b092d842092e1d10a7a35c31b52~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dd96fff4&x-expires=1752123600&x-signature=kdOpMUKwOTYmMoxzT%2FQpbjVWVZY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51745E+18,1750292852,2025-06-19T00:27:32.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711, [sticker],7.50502E+18,mgnt76,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c75788ba10ad88673f97cc0d1ec37e9f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db9c8d17&x-expires=1752123600&x-signature=2oD4%2BeAuVKJI63vFAL7fOIM%2FV3g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52329E+18,1751652052,2025-07-04T18:00:52.000Z,,,2,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,A mi hermana le urge uno,7.47648E+18,nuggetsdepollo25,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d5cee749da6a7be5aad620b5beef81a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ed03d3e&x-expires=1752123600&x-signature=yjxFk%2FDcDiI8nzllR1V4cqtEGqo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52362E+18,1751728781,2025-07-05T15:19:41.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,por fin encontré el original,6.86688E+18,nicolasmolina097,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1cecb5c2848510a0455f7b6bf447368a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f198ba05&x-expires=1752123600&x-signature=uVJtuwABfPNcjMZp2u7R3oerkgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52061E+18,1751028814,2025-06-27T12:53:34.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,gracias a este video me siento guapo ??,7.31922E+18,arthur.morgan4165,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d942d475d384e35352d8f5484d70aa5a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a11b1db6&x-expires=1752123600&x-signature=3C1QqkZ3M9F99eZDz1gGJPDATVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51926E+18,1750715095,2025-06-23T21:44:55.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,si Dios no existe quién me salvó de vivir en Perú??,7.02945E+18,steve134575,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1efeca8735a49a54203217fa973c9dff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=234e3415&x-expires=1752123600&x-signature=OAOknQfbEB7t7ANptINPODH05kA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.5195E+18,1750769251,2025-06-24T12:47:31.000Z,,,2,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,primera vez que veo a perú verde,7.12036E+18,samu.oncecaldas.2oc4,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ebfa57bbff8d72e9b2228c225c4d68a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7992600e&x-expires=1752123600&x-signature=%2Bnl%2FQGkViKVV6BhS9ZGGQDiLH20%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52244E+18,1751454234,2025-07-02T11:03:54.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,27 años la criatura,7.51391E+18,xiko_francia,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/591b88f7551ec6d119def9754dda929b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=042c50ff&x-expires=1752123600&x-signature=fPCBZ%2F3Oi1%2B9CWz%2BQ%2B2LHkrm53s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52271E+18,1751518486,2025-07-03T04:54:46.000Z,,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,la miaaaaaaa,6.79901E+18,jaksjkajkaj_,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0b1926b4567b76eb2cfde08ab39fcb5a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ca928e0&x-expires=1752123600&x-signature=r6IyEaS7cXLGgmJu%2BYM70are4AA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.5234E+18,1751678409,2025-07-05T01:20:09.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,se quema la tortilla en el comal!??????,7.25656E+18,yazminobreg9n,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5474587f37d76ab240421773193bd11b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=408b91a1&x-expires=1752123600&x-signature=SgJ1SmaYRkb4YfbbAli%2Brf3I%2Fts%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.52349E+18,1751698743,2025-07-05T06:59:03.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,@PI DYDY,7.32685E+18,geovany.alexander13,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d2293bea21c374b2525f4f14487f5732~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb0c6138&x-expires=1752123600&x-signature=zzAL%2BDZp1hlp11PtmX8dhF9hMlU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.5234E+18,1751678460,2025-07-05T01:21:00.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,"oye causa, soy un buen causa",7.43999E+18,santiago.chan890,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/34a68578e267b860356c6df6c9fa86f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aad57c2e&x-expires=1752123600&x-signature=yyIeBSpVyt5i%2FiyW%2FWXsLyLgjaY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51737E+18,1750273874,2025-06-18T19:11:14.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,cuenta la leyenda que si dices cerro tres veces te convertirás en Peruano que miedo,7.43379E+18,daniely7070,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
